,弹幕,label
3787,见熙进,1
3788,熙熙我来了,1
3789,这眼袋有点惊人,1
3790,杨洋哥哥我来了,1
3791,杨洋我来了,1
3792,杨洋我来了,1
3793,杨洋哥哥我来了,1
3794,杨洋我来了,1
3795,杨洋杨洋我来了,1
3796,怎么突然这么多弹幕,1
3797,别挡我羊的脸！！！,1
3798,啊啊啊啊啊啊啊杨洋哥哥我来了,1
3799,不喜欢请滚,1
3800,三分钟以内,1
3801,原声都没有还挡字幕？服了,1
3802,来了,1
3803,大家好，我先说一句，低端局炸鱼者阳痿,1
3804,美肤冰原狙击莲花之令都是辣鸡皮肤,1
3805,玩无限火力智商－100,1
3806,人呢,1
3807,怎么没弹幕,1
3808,前排，4726,1
3809,12分钟前,1
3810,祝小池鱼虾多多,1
3811,12分钟一千多你们是魔鬼吗,1
3812,祝小池鱼虾蟹多多啊！,1
3813,前排占座,1
3814,大家好、我是za?za?hui?q,1
3815,大家好，我是杠精,1
3816,大家好我专门打杠精！请为我加油,1
3817,1001条弹幕,1
3818,别bb了，分笼子的。看看别的up就知道了,1
3819,垃圾鱼,1
3820,关弹幕保智商，键盘侠太可怕了,1
3821,懂个屁 那么多屁话在评论里发啊,1
3822,弹幕的有些人先分好健体和健美吧,1
3823,一个健美 一个健体。不懂别逼逼,1
3824,你行你上,1
3825,出现了，你行你上怪,1
3826,键盘侠最牛了,1
3827,看个视频键盘侠真的多 不想看的出去就完了 为啥非要刷存在感,1
3828,我踏马还说你人不行呢杠精,1
3829,众所周知，键盘侠天下第一,1
3830,键盘侠最厉害了 鹿神都没他们厉害,1
3831,这算啥，打不过键盘侠,1
3832,这特么哪儿都有弹幕大神,1
3833,键盘侠的键盘10000公斤,1
3834,做这种视频的up主，我真的希望能把那些说用药什么的狗贼屏蔽，用药不用练了，别说的好像自己很了解似的,1
3835,已经很牛逼了，键盘侠们再举出一个中国健美比他牛逼的试试？,1
3836,最烦键盘侠，你行你来,1
3837,核心腹压好的肚子都大，正常，用药的那个别瞎说,1
3838,前面的，我可以负责任地告诉你绝对没有,1
3839,你负个jb责任，人家自己都承认的,1
3840,你付负nm责任你算个jb,1
3841,人家自己的说了，你们在这喊什么,1
3842,键盘侠就辣鸡，给你药你也抬不起一个，更练不出来维度,1
3843,打药辣鸡辉刷起来,1
3844,用药键盘侠们也练不成这样啊,1
3845,"而国人呢，看到了就说是打药的,我要是练我也能这样，吃不到就说酸？",1
3846,好多人的素质不是一般的低。。,1
3847,rnm杠个屁！很多人都不觉得电竞是比赛项目行吧？,1
3848,辣鸡王者,1
3849,大家好，星悦我老婆,1
3850,？？？没弹幕吗,1
3851,算个屁，,1
3852,另外3个小伙伴，你们好,1
3853,王者荣耀那种游戏竞技性是真的垃圾,1
3854,没有人吗,1
3855,没人吗,1
3856,第100弹幕？,1
3857,弹幕呢？？？,1
3858,第二遍发弹幕,1
3859,哇 好早,1
3860,前排前排,1
3861,第一个弹幕是我的！！,1
3862,好前好前,1
3863,前排表白皂老师,1
3864,来了,1
3865,咦~3小时前,1
3866,第一次这么靠前,1
3867,好多关注唱见都翻了，前排表白,1
3868,第一次这么靠前啊啊,1
3869,第一次这么靠前，赞啊~,1
3870,每天刷一遍,1
3871,魂总我来了！,1
3872,第一次这么前,1
3873,我以为是：草泥马你知道不知道，没想到是亲爱的，你造吗,1
3874,每天都盼着知否更新啊表白颖宝和二叔,1
3875,好前啊,1
3876,别在这只会用嘴说抄，做个对比分析出来吧,1
3877,趁着没弹幕多发点，很好听,1
3878,偷偷抱走皂老师,1
3879,此时此刻还有人在看啊2019/2/24,1
3880,见风滚,1
3881,我来了,1
3882,抽人多作怪,1
3883,来了,1
3884,我又回来了,1
3885,来了,1
3886,我回来了,1
3887,来了,1
3888,有人吗有人婴一下,1
3889,来了,1
3890,看到封面温迪戈我就进来了,1
3891,已举报,1
3892,弹幕哪？？,1
3893,广西人没压力,1
3894,16分钟,1
3895,四分钟前,1
3896,12分钟前,1
3897,什么垃圾配音，下次能换个吗,1
3898,差评垃圾,1
3899,曾个屁热度，哪还有热度了,1
3900,我来二周目了,1
3901,每日一次,1
3902,挡字幕好难受,1
3903,此时一位banananice路过,1
3904,弹幕吐槽的才疯了吧  真找骂,1
3905,为什么这么多杠精，屁事没有就专盯小事骂，找骂啊,1
3906,弹幕说得有点难听了吧……,1
3907,第一！！！！！！！,1
3908,3小时前,1
3909,一分钟前！第一条弹幕,1
3910,？？？？？打脸不,1
3911,键盘侠们歇歇吧，太缺德了吧,1
3912,键盘侠们歇歇吧,1
3913,前面有些弹幕嘴真是臭，不喜欢右上角，那么多话,1
3914,你们好烦 自己长什么样心里没数吗,1
3915,你们好节省。。。我今天买了一个扇骨加筒骨都50了,1
3916,没有人。,1
3917,你闭嘴！我自己可以开！,1
3918,上面安静那个，家有矿？这事情搁谁谁都不可能安静。键盘侠。,1
3919,南充的朋友等一等，南部的在这儿,1
3920,第一次这么早! ,1
3921,来了,1
3922,第一第一！！！！,1
3923,好前,1
3924,一分钟前！,1
3925,第一个,1
3926,第一次辣么前,1
3927,三小时前！,1
3928,前排！芦荟是什么小可爱！！！,1
3929,两分钟前,1
3930,两分钟,1
3931,第一口炸鸡3:21,1
3932,六分钟前,1
3933,第一次这么靠前,1
3934,突然发现我好前,1
3935,我来了,1
3936,哇我好早,1
3937,我好早呀！,1
3938,这弹幕怎么全是杠精…还有说内衣的拜托你们有点素质好吗,1
3939,弹幕呢？,1
3940,好前啊,1
3941,趁没人承包芦荟,1
3942,请不要挡字幕，谢谢,1
3943,已举报↓,1
3944,绿色真的垃圾歌，被抖音带火的，真的巨难听,1
3945,难听你可以把声音关了，没人逼着你听,1
3946,注意素质,1
3947,黑子的你够了,1
3948,好了，别挡字幕了,1
3949,信阳路过,1
3950,洛阳路过，等洛阳地铁建好了欢迎来洛,1
3951,洛阳路过,1
3952,河南路过,1
3953,就是不自然，草泥马怎么了,1
3954,这女的四十多了，弹幕好酸,1
3955,人家有钱啊，你们有吗？就在这酸人家脸？一群嫉妒精,1
3956,有些弹幕真的是杠精和柠檬精本精了。,1
3957,有些人真的好酸，别人当着你的面骂你丑你会高兴？,1
3958,不了解别人就别在这乱喷,1
3959,弹幕有些人自己没品味说别人没品味,1
3960,人家有钱搞脸关你们屁事啊,1
3961,建议关闭弹幕,1
3962,15分钟前,1
3963,第10000次播放由我完成,1
3964,前排vip座,1
3965,见封进,1
3966,五小时前来的,1
3967,一分钟前,1
3968,人呢？,1
3969,弹幕呢？,1
3970,人呢？,1
3971,人呢,1
3972,弹幕呢,1
3973,处女屏,1
3974,见封进,1
3975,见封进,1
3976,见张钧甯进,1
3977,见封进,1
3978,见封进,1
3979,见封进,1
3980,为什么没有弹幕,1
3981,见封进,1
3982,说配音的，你行你上啊，不行就别叭叭,1
3983,出现了，又开始你行你上了,1
3984,现在还有你行你上的？？术业有专攻啊朋友,1
3985,出现了，你行你上怪,1
3986,能不能正常撕逼,1
3987,第一第一,1
3988,五9分钟前。,1
3989,第一神速更新,1
3990,来了,1
3991,来了,1
3992,来了,1
3993,来了,1
3994,一个小时前,1
3995,来了,1
3996,来了,1
3997,为什么自己发的弹幕第二遍刷看不见啊,1
3998,有人的话就喵一声,1
3999,这种时候还有这种人真好,1
4000,来了,1
4001,坠机了吗,1
4002,求你们了，弹幕别挡字幕。发在下面很突出么？,1
4003,素质低下的能别挡下面字幕？,1
4004,上面红字引战的，大家不用理他,1
4005,没买就老实看 BB个没完 有资格？,1
4006,??弹幕呢？,1
4007,明日之后辣鸡游戏,1
4008,关弹幕，保智商,1
4009,最下面刷弹幕挡字幕的孤儿你好吗？,1
4010,咋没弹幕了,1
4011,弹幕智商呢？就不会放在衣服上？,1
4012,关弹幕！关弹幕！,1
4013,人都去哪了,1
4014,想象一下中国这么多人,1
4015,有人吗,1
4016,来了,1
4017,关弹幕看，防剧透孤儿,1
4018,嗨大家好，这里是榨干电影,1
4019,第一天看完难受。第二天再看。有人吗,1
4020,1分钟前,1
4021,-80％CD，没玩过别bb,1
4022,一秒一个技能你等你个头呢？我好歹钻石能bb一下,1
4023,钻石能bb一下？你第一天玩王者？,1
4024,没人？,1
4025,有人,1
4026,这不是百万粉丝up该有的弹幕,1
4027,国服元歌国服书包你们bb，我真服,1
4028,我关弹幕了？？？,1
4029,大家好我是包包,1
4030,大家好我是菜菜,1
4031,50w粉17小时7.8万播放,1
4032,大家好我是英雄联盟游戏时长2年半的菜虚鲲，我喜欢唱，跳，rap，打篮球,1
4033,每日一边,1
4034,一天不看浑身难受,1
4035,来了,1
4036,第一次发弹幕。，,1
4037,每日一遍,1
4038,第四遍,1
4039,第五遍了,1
4040,没有弹幕,1
4041,雪花粉,1
4042,猴我知道你在看,1
4043,承包处女屏,1
4044,我又来了,1
4045,来了,1
4046,来了,1
4047,来了,1
4048,第二遍,1
4049,第一遍留名,1
4050,我来了,1
4051,来了,1
4052,来了,1
4053,来了,1
4054,来了,1
4055,来了,1
4056,没人？,1
4057,来了,1
4058,大家好，给大家介绍下，这是我爷爷,1
4059,弹幕呢,1
4060,我承包所有弹幕,1
4061,来了,1
4062,the shy:给个助攻,1
4063,已经举报了，别刷一些引战的东西,1
4064,带解说节奏的都举报了，开心的视频里不要有这些节奏好吗,1
4065,关闭弹幕保智商,1
4066,弹幕能不能有点素质,1
4067,弹幕呢,1
4068,有些人眼睛不要可以捐出去,1
4069,关弹幕保智商,1
4070,弹幕素质堪忧。,1
4071,弹幕到底有多美,1
4072,弹幕里部分人真的酸，中国人没救了,1
4073,见老张进,1
4074,见力元君进,1
4075,见徐大虾进,1
4076,见老张进,1
4077,见虾进！,1
4078,见大虾进,1
4079,见虾滚,1
4080,见张进,1
4081,见大虾进,1
4082,见虾进！！！,1
4083,见全员进,1
4084,见老张进,1
4085,见蟑进,1
4086,见老张进,1
4087,见老张大虾进,1
4088,见虾进,1
4089,见徐大虾进,1
4090,见徐大虾进,1
4091,见boy大虾进,1
4092,见猩进,1
4093,我来了,1
4094,第一千条弹幕,1
4095,boy哥哥我来了,1
4096,见虾进,1
4097,见老张进,1
4098,王先生我来了！！,1
4099,见张进,1
4100,见boy进,1
4101,见虾进,1
4102,莉莉我来了,1
4103,见所有人进,1
4104,莉莉我来了,1
4105,第二个是谁啊？,1
4106,见虾进,1
4107,悄悄承包老张,1
4108,见莉莉进,1
4109,见暗影进,1
4110,指挥部三分三十,1
4111,空降3:36,1
4112,感谢指挥部,1
4113,空降成功,1
4114,看见封面就进来了,1
4115,我来了,1
4116,四分钟前,1
4117,江西人毫无压力,1
4118,来了,1
4119,我来了,1
4120,啊啊啊鹿晗我来了,1
4121,鹿哥，我来了,1
4122,宝贝我来了,1
4123,鹿哥我来了,1
4124,儿砸我来了,1
4125,鹿哥爱你 我来了,1
4126,官方我来了,1
4127,来了,1
4128,来了,1
4129,第四遍！,1
4130,哈喽大家好我是鹿晗麻麻！,1
4131,我来了,1
4132,成熟男人！我来了！,1
4133,宝贝 我来了,1
4134,我来了鹿晗鹿晗鹿晗,1
4135,哥哥我来了,1
4136,哥哥我来了啊  一直支持你,1
4137,请关闭弹幕，里面有很多“智者”,1
4138,请关闭弹幕，里面有很多的智者,1
4139,怎么关弹幕啊，一点内容没看到，在找关弹幕,1
4140,郑重提醒，关弹幕保智商！,1
4141,郑重提醒，关弹幕保智商！,1
4142,郑重提醒，关弹幕保智商！,1
4143,郑重提醒，关弹幕保智商！,1
4144,郑重提醒，关弹幕保智商！,1
4145,郑重提醒，关弹幕保智商！,1
4146,没人？,1
4147,大家好我是陈某,1
4148,其实这部很垃圾,1
4149,很垃圾？怕不是路人吧。,1
4150,关闭弹幕，还你一个平静的世界,1
4151,人家说的很中肯，弹幕一群无脑上头杠精,1
4152,关弹幕保智商,1
4153,前面说垃圾的我已经举报你了,1
4154,弹幕好多弟弟，看几部电影就出来指点江山,1
4155,弹幕们快点上这个节目说去吧，真能bb,1
4156,关弹幕保智商,1
4157,影评人没说错啊，弹幕秀啥智商呢？就你看过？,1
4158,弹幕里好多杠精说人家不懂,1
4159,人家说的挺好啊，一群辣鸡在这酸什么？,1
4160,弹幕都是在秀下限极限秀,1
4161,前面那个人戏真多好多弹幕都是他一个人发,1
4162,垃圾,1
4163,丑人多作怪,1
4164,拘留啊，跟她bb什么,1
4165,丑人多作怪,1
4166,去死吧,1
4167,素质堪忧,1
4168,太没素质了,1
4169,请求国家把这个没上过学的泼妇送进牢房进行素质教育 看着恶心,1
4170,这泼妇有人敢娶否？,1
4171,那就去死,1
4172,素质堪忧，和我刚遇到的排位孤儿一样,1
4173,我又跳出来了 怎么样怎么样怎么样 打我啊 笨蛋,1
4174,河南人表示没压力。,1
4175,这种人道歉也是没人信的,1
4176,我来了,1
4177,我来了,1
4178,对，只有你，找什么优越感,1
4179,另外四个小伙伴你们好,1
4180,来了,1
4181,快关弹幕,1
4182,03的在这,1
4183,00后在此,1
4184,04在此,1
4185,04年的在此,1
4186,02在此,1
4187,02在此,1
4188,19的在这里,1
4189,07在此,1
4190,04在这,1
4191,15在这,1
4192,00在此,1
4193,05后路过,1
4194,来了,1
4195,提前合影,1
4196,有人？,1
4197,见鲲进,1
4198,cgk举报加差评,1
4199,来了,1
4200,十分钟前,1
4201,弹幕太多了,1
4202,潇潇的弹幕由我组成,1
4203,吹510的看好了吧 五六万块钱买个纯粹的垃圾,1
4204,德系车垃圾的一批,1
4205,有些人低劣到自欺欺人 想着车又不是拿来撞的 一般不会出事 结果到出事的时候命都没了  哭笑不得 ,1
4206,没有弹幕,1
4207,垃圾大众,1
4208,前面买大众的，祝你早日升天不谢,1
4209,好，本田垃圾,1
4210,就别说德系垃圾了，这本田不也这德行？,1
4211,宝骏绝对的工业垃圾,1
4212,工业垃圾,1
4213,说日系不行的，都是大众的公关文章！大众是垃圾,1
4214,大众国内车就是垃圾,1
4215,德国坑中国，还跪舔,1
4216,垃圾大众,1
4217,大众就是垃圾,1
4218,上汽的垃圾霸榜啊，不管合资还是自主,1
4219,上汽这个垃圾 没一个品牌靠谱的,1
4220,思域本来就垃圾车,1
4221,见李狗子进！,1
4222,看见李承鄞我就滚进来了,1
4223,李承鄞我来了,1
4224,见鄞进,1
4225,来了,1
4226,见李老五就进来了,1
4227,李狗子我来了,1
4228,见李承鄞进,1
4229,看见李承鄞进来,1
4230,"李承鄞,我来了",1
4231,见李狗子进,1
4232,见李承鄞进,1
4233,见鄞滚,1
4234,好早,1
4235,见李承鄞进,1
4236,来了,1
4237,见狗子进,1
4238,见狗子进,1
4239,见李狗子进,1
4240,来了,1
4241,来了,1
4242,见李承鄞进的哈哈哈,1
4243,老五我来了,1
4244,见傅沛进,1
4245,想跳的就跳别说那么多行吗？暴露出您家也没什么素质,1
4246,见李承鄞进哈哈哈,1
4247,2小时前热热还新鲜,1
4248,看见了傅沛这个渣男进来的,1
4249,SUGA中国女友在此,1
4250,啊啊好像打死这个男主，太垃圾了吧,1
4251,你就是悲剧的源头 垃圾,1
4252,紫菱真的婊,1
4253,去死吧狗东西,1
4254,闭嘴吧你狗东西,1
4255,去死吧,1
4256,你个辣鸡,1
4257,你去死,1
4258,绿茶男中的战斗机,1
4259,人渣啊,1
4260,你去死吧你！！！！,1
4261,去死吧！,1
4262,弄死吧,1
4263,我弹幕呢,1
4264,当时就该录音，现在放出来打他脸,1
4265,弄死他,1
4266,彼此之间?你不爱就不爱，人家爱没爱过要你说,1
4267,渣男都去死好嘛,1
4268,狗东西怎么不去死啊,1
4269,去死吧你!,1
4270,你去死,1
4271,垃圾垃圾,1
4272,我要记住 说脏话会被举报 我要记住,1
4273,现在就暴毙！！！去啊啊啊啊啊啊啊啊cnm啊啊啊啊！,1
4274,垃圾,1
4275,这个男人好婊啊,1
4276,就算坐牢我也要杀了他！,1
4277,去死累,1
4278,啊啊啊啊去死！！！！,1
4279,劳资弄死你，狗男人,1
4280,为杀妈会有这种人呢？,1
4281,草泥马,1
4282,人渣,1
4283,我求你赶紧去死好吗？！！！,1
4284,我明白个屁,1
4285,去死吧,1
4286,cnmcnmcnmcnmcnm姐妹们我看不下去了我们江湖再见！！,1
4287,小垃圾,1
4288,婊？？？？？,1
4289,太恶了吧，弄死,1
4290,又渣又婊,1
4291,渣男配绿茶 很配,1
4292,有脸哭？婊里婊气,1
4293,疗个屁，滚啊,1
4294,德云女孩在这里!,1
4295,德云女孩在这,1
4296,啊啊啊啊啊啊！德云女孩！！！在这里,1
4297,德云女孩在此,1
4298,德云女孩在此,1
4299,德云女孩在这里！！,1
4300,德云女孩在这,1
4301,弹幕呢,1
4302,在这种影视视频里说张云雷粉丝不听相声，又ky又蠢,1
4303,高三文科生在这里,1
4304,他算人渣了,1
4305,cnm的，ex,1
4306,这种就是垃圾,1
4307,垃圾就该呆在垃圾桶里,1
4308,盖世垃圾！！,1
4309,嘟嘟妈妈在这里啊啊啊,1
4310,嘟嘟 妈妈在这儿！,1
4311,福州人路过，，,1
4312,福建人路过,1
4313,福州人路过,1
4314,福州人路过,1
4315,福州人路过,1
4316,重庆人默默路过,1
4317,红字要引战吗,1
4318,会被锁定就说明不是高智商,1
4319,人渣,1
4320,前面的，你是杠精吗，智商高怎么就不能被发现了，你以为警方都是制杖吗,1
4321,弹幕都没上过大学吧,1
4322,弹幕真的是酸个半死，要不是北大也不见得你们在这批判中国教育,1
4323,弹幕文明点OK？啥玩意就往别人身上带，素质呢？,1
4324,刷蔡徐坤的，祝你sjq,1
4325,弹幕智商真的太低了,1
4326,可不可以不要挡字幕？,1
4327,弹幕智商呢？,1
4328,花花我来了,1
4329,杰伦没弹幕吗,1
4330,引战弹幕滚,1
4331,吴亦凡我来了,1
4332,前方建议关弹幕欣赏！！太绝口,1
4333,这个视频我最起码循环了有一百多遍,1
4334,王俊凯我来了,1
4335,小凯我来了啊啊啊啊,1
4336,王俊凯我来了啊！！！！,1
4337,别在这里ky无关人员！引战的赶紧举报,1
4338,来了,1
4339,空降成功,1
4340,空降,1
4341,垃圾,1
4342,弹幕里有在恶心的,1
4343,现在B站说话怎么这么没有素质了，跟风黑有意思吗？,1
4344,见林滚,1
4345,啊啊啊啊啊宝贝我来了,1
4346,我来了哥哥,1
4347,老公老公老公我在这！！！,1
4348,cnm说闭麦有毒啊,1
4349,见封进，表白宇少,1
4350,见封进,1
4351,见封进,1
4352,见封进！也表白我宇,1
4353,见封进,1
4354,见封进,1
4355,见封进,1
4356,见封进表白我宇少！,1
4357,见封进,1
4358,见封进，表白我宇！,1
4359,见宇进,1
4360,见兔进,1
4361,见封滚,1
4362,宇宙少女我来了,1
4363,丸我来了！！,1
4364,哇，38分钟前诶！我第一次那么早！,1
4365,第一次这么靠前！,1
4366,来了,1
4367,第三诶,1
4368,我来了虫 想你,1
4369,37分钟之前！！,1
4370,还没人来吗,1
4371,第一次这么早哇,1
4372,2分钟,1
4373,39分钟前，第一次那么早,1
4374,我好前,1
4375,前排打 call,1
4376,前排√,1
4377,第一次这么前诶,1
4378,怎么没弹幕呢,1
4379,我关弹幕了吗 海事来早了,1
4380,趁没人把虫抱走,1
4381,第一条弹幕,1
4382,有人吗？,1
4383,我肥来了,1
4384,弹幕呢,1
4385,才发现，真的没有弹幕,1
4386,看到这里，还想着怎么没弹幕？,1
4387,到后边没人了？,1
4388,5小时前,1
4389,一小时前！！！女儿我来了啊啊啊啊啊啊啊啊,1
4390,九小时前的豆蔻热热还能吃,1
4391,来了,1
4392,四小时前,1
4393,来了,1
4394,来了,1
4395,7小时前！,1
4396,来了,1
4397,来了,1
4398,423个小伙伴你们好,1
4399,九小时之前,1
4400,23小时前……,1
4401,好前啊,1
4402,来了,1
4403,来了,1
4404,4小时前,1
4405,六小时,1
4406,没有弹幕？？,1
4407,第一次四小时,1
4408,说的最垃圾的四川话，反胃，举报了,1
4409,一秒都看不下去了,1
4410,四川人表示没压力,1
4411,江西人毫无压力,1
4412,举报,1
4413,重庆人表示没压力,1
4414,贵州人没有压力,1
4415,四川人毫无压力,1
4416,重庆人表示有点老火,1
4417,四川人没压力,1
4418,酸辣粉涩拉粉 什么jb口音,1
4419,云南人表示无压力,1
4420,湖北人无压力,1
4421,云南人表示没有任何压力,1
4422,贵州人无压力,1
4423,云南人无压力,1
4424,云南人表示无压力,1
4425,1.5倍正常了,1
4426,福建人表示无压力（和几个四川网友玩了几年不是白玩的，滑稽）,1
4427,湖南人表示无压力,1
4428,贵州人也没压力,1
4429,本地人说话没这么作的,1
4430,指挥部请求空降坐标,1
4431,弹幕呢？',1
4432,我来了,1
4433,没人知道我发了弹幕,1
4434,弹幕呢,1
4435,弹幕呢！！！,1
4436,怎么没有弹幕了,1
4437,没人了,1
4438,没人？,1
4439,路过,1
4440,舔国外的能否闭嘴？,1
4441,不是说认为国外有些人好就是外国舔狗,1
4442,请求空降,1
4443,空降成功，反手炸掉空指部,1
4444,这都有弹幕演员。。。辛苦了,1
4445,居然有九个人正在看,1
4446,有人吗,1
4447,14个朋友你们好,1
4448,真的是哪里都有杠精 人家又没求你看,1
4449,我来了,1
4450,还有两天的在此,1
4451,2019-6-6还有九天来抱佛脚了,1
4452,四级加油,1
4453,6.22高考结束。来准备四级,1
4454,7.1分,1
4455,2.0在此,1
4456,18位同仁你们好。,1
4457,有人吗5.23,1
4458,现在有人听吗19.05.18,1
4459,23的在此，要死了,1
4460,cs没人不知道吧,1
4461,5.19 22点01,1
4462,6.14在这里,1
4463,19.6.8了解一下,1
4464,19.6.8握握手,1
4465,19  6.10 了解一下,1
4466,6.10在此,1
4467,19 6月12 有点慌,1
4468,6.8在此,1
4469,19年6月14,1
4470,614是搞笑么，610在此,1
4471,19.6.14的等等我,1
4472,19 6月12,1
4473,611，明天剑网3手游上线，这次四级我认栽,1
4474,6.11在此,1
4475,6.12在此,1
4476,话多，我都二倍速了,1
4477,明天四级,1
4478,80个小伙伴你们好,1
4479,水军啊,1
4480,看了半天发现一直是1.5倍。。,1
4481,另外7位小伙伴你们好,1
4482,发弹幕的，无语,1
4483,祝愿明天考426,1
4484,感谢指挥部，老师再见,1
4485,四级加油，we can,1
4486,我又回来了,1
4487,我又来了，循环N遍,1
4488,木子洋我来了！,1
4489,木子洋我来了！,1
4490,第六刷来了oner,1
4491,来了,1
4492,洋洋 超鹅 咻辉 凡凡! 我来了!,1
4493,来了,1
4494,洋哥我来了,1
4495,卜凡我来了！！！,1
4496,卜凡我来了,1
4497,来了,1
4498,我又来了,1
4499,洋洋我来了,1
4500,我又来了,1
4501,我来了,1
4502,来了,1
4503,我来了,1
4504,来了,1
4505,我来了,1
4506,凡子我来了,1
4507,我来了！,1
4508,呵呵呵呵您还别人家呢,1
4509,一条弹幕都没有？？,1
4510,没有弹幕？,1
4511,弹幕被清过了？,1
4512,哎我又过来了,1
4513,哎我又回来了,1
4514,举报了 无证驾驶,1
4515,为什么没有弹幕,1
4516,Rich brian好评,1
4517,来了,1
4518,哎哎哎 你咋还撩别人呢,1
4519,真羡慕这应该是两位xjj吧,1
4520,智商呢,1
4521,狗:行 你闭嘴吧,1
4522,狗：草泥马,1
4523,？？？话不能乱说啊！,1
4524,看他们闭嘴了,1
4525,洋灵女孩在这里!!!,1
4526,啊啊啊啊bb太可爱,1
4527,四分钟不到 浓缩就是精华啊,1
4528,蛋哥我来了,1
4529,xdd，我来了,1
4530,2小时前哇,1
4531,3小时前,1
4532,两小时前,1
4533,四小时前,1
4534,2小时前,1
4535,三小时前好早,1
4536,第2000个点赞,1
4537,没人？,1
4538,吃货明路过,1
4539,老公我来了,1
4540,大连10.5一斤,1
4541,夏天就来了？,1
4542,坐等打脸,1
4543,坐等打脸,1
4544,没弹幕？？？？,1
4545,打脸现场了？？？,1
4546,来了,1
4547,有人吗？,1
4548,二倍速更快乐,1
4549,关弹幕防剧透,1
4550,来了,1
4551,20小时前,1
4552,来了,1
4553,3小时前？,1
4554,第一播放,1
4555,你们都住在这小破站吗,1
4556,说话太快了 0.75倍速观看,1
4557,24分钟前,1
4558,来了,1
4559,怪不得没弹幕，原来我是第一个啊！,1
4560,一小时前,1
4561,瞎说什么大实话,1
4562,没人？,1
4563,我是前排,1
4564,36分钟前！！！！！！,1
4565,弹幕呢？,1
4566,没人？,1
4567,没有人吗,1
4568,没有人？,1
4569,第一个看完,1
4570,建议关闭弹幕食用，搞不明白有些人发剧透弹幕是什么意思，秀下限吗？,1
4571,第一，,1
4572,来了,1
4573,好早,1
4574,前,1
4575,六小时前,1
4576,第四声好评,1
4577,居然没有弹幕，,1
4578,建议关闭弹幕食用,1
4579,第三十九条弹幕,1
4580,六分钟前,1
4581,2000个人同时观看。,1
4582,怎么看有多少人在看啊,1
4583,居然还有人再看！,1
4584,别人有200亿,1
4585,你抽了人家多少血,1
4586,好无耻啊,1
4587,第一个看完,1
4588,来了,1
4589,不看小说，不过看见B猫就进来了,1
4590,前排留名,1
4591,第一承包,1
4592,第一，不接受反驳,1
4593,第一帅,1
4594,1弹幕,1
4595,4分钟前,1
4596,19分钟前。。。我来晚了,1
4597,但是现在的网文真的垃圾,1
4598,没弹幕？、,1
4599,都是垃圾,1
4600,那也有45万人呢,1
4601,那些垃圾写手退行吧，写得辣眼睛,1
4602,14分钟前,1
4603,一分钟前,1
4604,一小时前,1
4605,好早啊,1
4606,第一条弹幕,1
4607,第1226位粉丝,1
4608,弹幕有问题 不能安安静静看视频？,1
4609,你们素质是有多差？,1
4610,爱看不看，别在这儿扯淡,1
4611,65的大爷路过,1
4612,弹幕呢,1
4613,弹幕这么少,1
4614,别去轻易否定自己 你自有你的天地 KrisWu说 加油,1
4615,好早,1
4616,好个屁,1
4617,个屁,1
4618,好个屁,1
4619,好！……个屁！,1
4620,三小时前,1
4621,我来了,1
4622,第一次发弹幕,1
4623,卐wan,1
4624,没人？,1
4625,死神的弹幕由我来组成,1
4626,有人吗？,1
4627,看个视频杠什么呢，不想看没人求你,1
4628,打脸,1
4629,有人吗。。。。,1
4630,那些酸的人，无非就是自己菜，费了好大劲才过去，所以看不得别人厉害,1
4631,弹幕大神 跪了 关弹幕,1
4632,不喜欢可以滚，没人求你看,1
4633,发底端弹幕挡字幕的烦不烦？,1
4634,底端的你们素质呢？考试白考了？,1
4635,老婆路过,1
4636,抖音垃圾,1
4637,段友路过,1
4638,挡字幕的什么意思……??,1
4639,177个小伙伴你们好,1
4640,河北人路过,1
4641,广西人在这给各位道歉了,1
4642,广东路过,1
4643,辽宁人在这里给大家道歉了,1
4644,广西人在此道歉,1
4645,黑猫党路过,1
4646,请不要发底部弹幕挡字幕谢谢,1
4647,佛山东软路过,1
4648,还不需要智商,1
4649,佛山南信路过,1
4650,不行，你的普通话太垃圾了，退了,1
4651,b站包罗万象，无人可敌,1
4652,优越狗会给我们自己打死,1
4653,优越狗会给我们自己打死,1
4654,优越狗会给我们自己打死,1
4655,优越狗会给我们自己打死,1
4656,找死吗，b站都是真材实料，不需要你所谓的优越感。！,1
4657,学了B站各种教学视频确实让我产生优越感了嘿嘿嘿,1
4658,你有优越感吗？,1
4659,我就玩出优越感了,1
4660,同样也可以看到小学生撕逼，评论区混乱，被各种人身攻击,1
4661,有优越感,1
4662,优越狗自己打废,1
4663,说得好 有些人看个软件还看出优越感了,1
4664,有优越感你还很自豪？,1
4665,B站不良行为档字幕,1
4666,小学生没素质？不一定吧,1
4667,没用人们只会记住别人的弊端,1
4668,大一党路过,1
4669,高中路过,1
4670,看番关弹幕,1
4671,我太沉浸于二次元，所以对b站真的有优越感，但不会去嘲讽别人。,1
4672,第二遍,1
4673,第二遍至无数遍,1
4674,百万助攻,1
4675,三周目,1
4676,我的弹幕呢,1
4677,弹幕去哪里了,1
4678,每天一遍,1
4679,第一个弹幕,1
4680,大声告诉我，我几级了,1
4681,由我来组成头部,1
4682,有人？,1
4683,前,1
4684,有活人吗,1
